Region,Country,IncomeGroup,IDAStatus,TypeofPPI,Sector,InvestmentYear,TotalInvestment,InvestmentRange,SubtypeOfPPI,FinancialClosureYear,ProjectFinYear,pppProject,mdbSupport,GDP,Inflation,ProjectStatus
0,67,2,2,2,10,2013,9.76,3,9,2013,2013,1,1,32.3,2.105012,0
0,67,2,2,0,7,1994,540,2,12,1994,1994,1,1,7.447835696,3.724971,0
0,67,2,2,2,4,1995,150,0,2,1995,1995,1,1,8.87053429,3.450575,1
0,67,2,2,2,7,1993,36.656585,3,1,1993,1993,1,1,6.689496697,3.536585,0
0,67,2,2,2,9,1994,797,2,1,1994,1994,1,1,7.447835696,3.724971,0
0,67,2,2,2,8,1997,694.4,2,1,1997,1997,1,1,10,2.662515,1
0,67,2,2,2,7,1997,21.4,3,1,1993,1997,1,1,10,2.662515,0
0,67,2,2,2,3,2019,35.03,3,2,2019,2019,1,1,36.5,0.662892,0
0,67,2,2,2,3,2001,80,3,2,1997,2001,1,1,9.278394737,1.416785,0
0,67,2,2,2,11,1993,141,0,1,1993,1993,1,1,6.689496697,3.536585,0
0,67,2,2,2,7,1995,736,2,1,1995,1995,1,1,8.87053429,3.450575,0
0,67,2,2,2,7,1997,107,0,1,1997,1997,1,1,10,2.662515,0
0,67,2,2,2,3,2012,4,3,1,2012,2012,1,1,31.4,1.663571,0
0,67,2,2,0,7,1995,36.656585,3,12,1995,1995,1,1,8.87053429,3.450575,0
0,67,2,2,0,7,1992,160,0,12,1992,1992,1,1,5.916755016,4.767228,0
0,67,2,2,2,3,2011,24,3,2,2011,2011,1,1,29.8,3.174471,0
0,67,2,2,0,11,1996,36.656585,3,3,1993,1996,1,1,10.1,3.488559,1
0,67,2,2,2,4,1995,8,3,2,1995,1995,1,1,8.87053429,3.450575,1
0,67,2,2,2,11,2000,36.656585,3,1,1993,2000,1,1,9.378973684,1.53474,0
0,67,2,2,3,11,2003,36.656585,3,6,2003,2003,1,1,11,1.089676,0
0,67,2,2,0,11,1994,790,2,12,1994,1994,1,1,7.447835696,3.724971,3
0,67,2,2,2,8,2003,473.6,0,1,2003,2003,1,1,11,1.089676,0
0,67,2,2,0,11,1994,36.656585,3,12,1994,1994,1,1,7.447835696,3.724971,0
0,67,2,2,0,11,1993,85.5,3,12,1993,1993,1,1,6.689496697,3.536585,0
0,67,2,2,1,3,2004,1210,1,10,2004,2004,0,1,12.5,1.421271,0
0,67,2,2,0,11,1998,36.656585,3,3,1993,1998,1,1,7.216749898,5.270342,1
0,67,2,2,0,11,1993,2331.7,4,3,1993,1993,1,1,6.689496697,3.536585,1
0,67,2,2,1,3,2008,36.656585,3,10,1992,2008,0,1,23.1,5.440782,0
0,67,2,2,1,3,2007,36.656585,3,10,1992,2007,0,1,19.4,2.027353,0
0,67,2,2,1,3,2006,36.656585,3,10,1992,2006,0,1,16.3,3.609236,0
0,67,2,2,1,3,2005,36.656585,3,10,1992,2005,0,1,14.4,2.975071,0
0,67,2,2,1,3,2004,36.656585,3,10,1992,2004,0,1,12.5,1.421271,0
0,67,2,2,1,3,2003,36.656585,3,10,1992,2003,0,1,11,1.089676,0
0,67,2,2,1,3,2002,36.656585,3,10,1992,2002,0,1,10.1,1.807872,0
0,67,2,2,1,3,2001,36.656585,3,10,1992,2001,0,1,9.278394737,1.416785,0
0,67,2,2,2,3,1994,45.7,3,2,1994,1994,1,1,7.447835696,3.724971,0
0,67,2,2,0,9,1998,256.9,0,3,1998,1998,1,1,7.216749898,5.270342,0
0,67,2,2,2,9,2003,36.656585,3,1,2003,2003,1,1,11,1.089676,0
0,67,2,2,2,9,2000,710.5,2,1,2000,2000,1,1,9.378973684,1.53474,0
0,67,2,2,2,9,2013,381,0,1,2005,2013,1,1,32.3,2.105012,0
0,67,2,2,0,9,1995,129,0,12,1995,1995,1,1,8.87053429,3.450575,0
0,67,2,2,2,4,1994,117,0,7,1994,1994,0,1,7.447835696,3.724971,0
0,67,2,2,2,3,2017,69.3,3,2,2017,2017,1,1,31.9,3.871201,0
0,67,2,2,1,3,2003,36.656585,3,10,1999,2003,0,1,11,1.089676,1
0,67,2,2,3,8,1997,36.656585,3,6,1997,1997,1,1,10,2.662515,2
0,67,2,2,2,3,1997,117.3,0,2,1997,1997,1,1,10,2.662515,0
0,67,2,2,1,0,1999,130,0,10,1999,1999,0,1,7.914842105,2.744561,0
0,67,2,2,2,9,1993,111,0,1,1993,1993,1,1,6.689496697,3.536585,1
0,67,2,2,1,0,2010,253.3,0,10,1999,2010,0,1,25.5,1.622852,0
0,67,2,2,2,3,2022,47.66,3,8,2022,2022,1,1,40.7,3.378699,0
0,67,2,2,0,11,2000,3400,4,12,2000,2000,1,1,9.378973684,1.53474,0
0,67,2,2,2,9,2005,218.95,0,1,2005,2005,1,1,14.4,2.975071,0
0,67,2,2,2,3,2002,12.3,3,2,2002,2002,1,1,10.1,1.807872,0
0,67,2,2,2,10,2014,73.23,3,1,2014,2014,1,1,33.8,3.142991,0
0,67,2,2,2,3,2016,5,3,8,2016,2016,1,1,30.1,2.090567,0
0,67,2,2,2,3,2016,5,3,8,2016,2016,1,1,30.1,2.090567,0
0,67,2,2,2,3,2013,456,0,1,2013,2013,1,1,32.3,2.105012,0
0,67,2,2,0,11,2005,36.656585,3,12,2001,2005,1,1,14.4,2.975071,3
0,67,2,2,2,3,2023,9.7,3,8,2023,2023,1,1,40,2.488866,0
0,67,2,2,2,11,2000,564.8,2,1,2000,2000,1,1,9.378973684,1.53474,3
0,67,2,2,2,6,1992,150,0,2,1992,1992,1,1,5.916755016,4.767228,0
0,67,2,2,0,9,1996,120.7,0,3,1996,1996,1,1,10.1,3.488559,0
0,67,2,2,2,3,2001,28.4,3,2,2001,2001,1,1,9.278394737,1.416785,0
0,67,2,2,3,11,1996,36.656585,3,6,1996,1996,1,1,10.1,3.488559,0
0,67,2,2,0,9,1995,36.656585,3,3,1995,1995,1,1,8.87053429,3.450575,0
0,67,2,2,1,3,1999,195,0,10,1999,1999,0,1,7.914842105,2.744561,1
0,67,2,2,2,3,2015,15.5,3,9,2015,2015,1,1,30.1,2.10439,0
0,67,2,2,2,3,1999,36.656585,3,2,1994,1999,1,1,7.914842105,2.744561,1
0,67,2,2,2,3,1994,440,0,2,1994,1994,1,1,7.447835696,3.724971,1
0,67,2,2,0,7,1997,55.6,3,12,1992,1997,1,1,10,2.662515,0
0,67,2,2,0,11,2007,36.656585,3,12,2007,2007,1,1,19.4,2.027353,3
0,67,2,2,2,3,1993,416,0,2,1993,1993,1,0,6.689496697,3.536585,0
0,67,2,2,2,3,2009,181.5,0,2,2006,2009,1,1,20.2,0.583308,0
0,67,2,2,2,3,2001,500,0,2,2001,2001,1,1,9.278394737,1.416785,1
0,67,2,2,2,3,2012,2122,4,2,2003,2012,1,1,31.4,1.663571,0
0,67,2,2,2,7,2001,105,0,1,1993,2001,1,1,9.278394737,1.416785,0
0,67,2,2,2,8,2000,184.2,0,1,2000,2000,1,1,9.378973684,1.53474,0
0,67,2,2,0,11,2001,36.656585,3,12,2001,2001,1,1,9.278394737,1.416785,3
0,67,2,2,2,9,2001,263.5,0,1,2001,2001,1,1,9.278394737,1.416785,0
0,67,2,2,2,9,1998,335,0,1,1998,1998,1,1,7.216749898,5.270342,0
0,67,2,2,2,3,2021,494.5,0,1,2021,2021,1,1,37.4,2.477102,0
0,67,2,2,1,11,2002,16.4,3,10,2002,2002,0,1,10.1,1.807872,0
0,67,2,2,2,3,2014,52,3,8,2014,2014,1,1,33.8,3.142991,0
0,67,2,2,2,9,1996,99.4,3,1,1996,1996,1,1,10.1,3.488559,1
0,67,2,2,2,3,2004,36.656585,3,2,1994,2004,1,1,12.5,1.421271,0
0,67,2,2,0,7,1997,214,0,12,1997,1997,1,1,10,2.662515,0
0,67,2,2,2,3,1993,78,3,2,1993,1993,1,1,6.689496697,3.536585,0
0,67,2,2,0,7,2006,13,3,12,2006,2006,1,1,16.3,3.609236,0
0,67,2,2,2,3,2004,36.656585,3,2,1993,2004,1,1,12.5,1.421271,0
0,67,2,2,2,3,1993,836,2,2,1993,1993,1,1,6.689496697,3.536585,0
0,67,2,2,0,9,1994,176,0,12,1994,1994,1,1,7.447835696,3.724971,0
0,67,2,2,2,8,1997,540,2,1,1997,1997,1,1,10,2.662515,0
0,67,2,2,2,3,2023,21.09,3,8,2023,2023,1,1,40,2.488866,0
0,67,2,2,2,3,2006,155,0,2,2006,2006,1,1,16.3,3.609236,0
0,67,2,2,2,3,2019,60,3,8,2019,2019,1,1,36.5,0.662892,0
0,67,2,2,2,10,2017,5,3,2,2017,2017,1,1,31.9,3.871201,0
0,67,2,2,2,3,2017,3,3,8,2017,2017,1,1,31.9,3.871201,0
0,67,2,2,2,3,2013,786,2,2,2013,2013,1,1,32.3,2.105012,0
0,67,2,2,0,11,1995,10,3,12,1995,1995,1,1,8.87053429,3.450575,1
0,67,2,2,0,11,2002,36.656585,3,12,2000,2002,1,1,10.1,1.807872,0
0,67,2,2,0,11,1992,284,0,3,1992,1992,1,1,5.916755016,4.767228,0
0,67,2,2,2,9,2003,526.3,2,1,2003,2003,1,1,11,1.089676,0
0,67,2,2,2,3,2004,36.656585,3,2,1993,2004,1,0,12.5,1.421271,0
0,67,2,2,2,3,1994,496,0,2,1994,1994,1,1,7.447835696,3.724971,0
0,67,2,2,2,3,2023,100,0,8,2023,2023,1,1,40,2.488866,0
0,67,2,2,2,3,2001,7,3,2,2001,2001,1,1,9.278394737,1.416785,0
0,67,2,2,2,10,2015,6,3,8,2015,2015,1,1,30.1,2.10439,0
0,67,2,2,2,3,2015,2675,4,1,2015,2015,1,1,30.1,2.10439,0
0,67,2,2,2,8,2003,289,0,1,2003,2003,1,1,11,1.089676,0
0,67,2,2,0,11,1994,36.656585,3,3,1993,1994,1,1,7.447835696,3.724971,1
0,67,2,2,2,3,2013,41,3,2,2013,2013,1,1,32.3,2.105012,0
0,67,2,2,2,9,2008,425,0,1,2008,2008,1,1,23.1,5.440782,0
0,67,2,2,2,3,2021,837,2,8,2021,2021,1,1,37.4,2.477102,0
0,67,2,2,2,3,2001,265,0,1,2001,2001,1,1,9.278394737,1.416785,0
0,67,2,2,2,10,2018,244.1,0,8,2018,2018,1,1,35.9,0.884709,0
0,67,2,2,2,7,2017,1543,1,1,2017,2017,1,1,31.9,3.871201,0
0,67,2,2,2,8,1995,878,2,1,1993,1995,1,1,8.87053429,3.450575,1
0,67,2,2,2,3,2012,17.2,3,2,2012,2012,1,1,31.4,1.663571,0
0,67,2,2,2,8,1993,487,0,1,1993,1993,1,1,6.689496697,3.536585,1
0,67,2,2,2,3,2012,136.7,0,1,2012,2012,1,1,31.4,1.663571,0
0,67,2,2,2,4,1994,118,0,7,1994,1994,0,1,7.447835696,3.724971,0
0,67,2,2,2,3,2003,2050,4,2,2003,2003,1,1,11,1.089676,0
0,67,2,2,0,9,1993,216,0,12,1993,1993,1,1,6.689496697,3.536585,1
0,67,2,2,1,6,1995,1200,1,10,1995,1995,0,1,8.87053429,3.450575,0
0,67,2,2,2,3,2017,293,0,2,2017,2017,1,1,31.9,3.871201,0
0,67,2,2,2,3,2004,36.656585,3,2,1994,2004,1,1,12.5,1.421271,0
0,67,2,2,2,3,1994,700,2,2,1994,1994,1,1,7.447835696,3.724971,0
0,67,2,2,2,3,1994,1500,1,2,1994,1994,1,1,7.447835696,3.724971,0
0,67,2,2,0,9,1994,67.6,3,12,1994,1994,1,1,7.447835696,3.724971,0
0,67,2,2,2,3,2016,12,3,9,2016,2016,1,1,30.1,2.090567,0
0,67,2,2,2,3,2005,1600,1,2,2005,2005,1,1,14.4,2.975071,0
0,67,2,2,2,9,2007,272,0,1,2007,2007,1,1,19.4,2.027353,0
0,67,2,2,2,3,2006,48,3,2,2006,2006,1,1,16.3,3.609236,0
0,67,2,2,0,9,1995,36.656585,3,3,1995,1995,1,1,8.87053429,3.450575,2
0,67,2,2,0,11,2008,36.656585,3,12,2008,2008,1,1,23.1,5.440782,3
4,68,2,1,2,4,2005,40,3,7,2005,2005,0,0,0.116336244,1.300275,0
4,68,2,1,2,3,2022,35,3,9,2022,2022,1,0,0.617063875,2.333143,0
4,68,2,1,2,4,2022,30,3,8,2022,2022,1,0,0.617063875,2.333143,0
4,68,2,1,0,0,2010,478,0,3,2010,2010,1,1,0.258817606,6.149885,1
5,69,0,1,2,3,2021,56,3,1,2021,2021,1,1,1.930946351,3.925603,0
5,69,0,1,1,4,2009,383,0,10,2009,2009,0,1,1.023196239,2.463752,0
5,69,0,1,2,3,2017,136.44,0,1,2017,2017,1,0,1.536571305,1.759857,0
5,69,0,1,0,8,2003,55.4,3,12,2003,2003,1,1,0.471407198,-1.346726,2
5,69,0,1,2,3,2020,128,0,1,2020,2020,1,1,1.746539276,0.438089,0
5,69,0,1,2,3,2018,104.5,0,1,2018,2018,1,0,1.707086759,0.299547,0
5,69,0,1,3,11,2022,55.7,3,6,2022,2022,1,1,1.87803222,9.621476,0
5,70,1,1,1,4,2001,48,3,10,2001,2001,0,1,0.174606356,4.714896,0
5,70,1,1,2,4,2012,700,2,2,2012,2012,1,1,0.672820884,4.902427,0
5,70,1,1,0,7,2019,310,0,3,2019,2019,1,0,0.789476489,2.300093,0
5,71,2,2,2,3,1998,109.3,0,2,1998,1998,1,0,0.422581398,6.810793,0
5,71,2,2,2,4,2003,0.85,3,7,2003,2003,0,1,0.589487392,3.921054,1
5,71,2,2,2,4,2003,0.85,3,7,2003,2003,0,1,0.589487392,3.921054,1
5,71,2,2,2,7,1997,8.5,3,1,1997,1997,1,1,0.424375531,6.833343,0
5,71,2,2,2,7,1997,34.1,3,1,1997,1997,1,1,0.424375531,6.833343,0
5,71,2,2,1,4,2001,338.2,0,10,2001,2001,0,1,0.467575587,5.389344,0
5,71,2,2,2,3,2023,8.17,3,8,2023,2023,1,1,1.439712728,7.052982,0
5,71,2,2,2,3,2004,19.567143,3,2,2004,2004,1,1,0.666741875,4.710371,0
5,71,2,2,2,3,1998,19.567143,3,2,1998,1998,1,1,0.422581398,6.810793,0
5,71,2,2,2,3,1998,19.567143,3,2,1997,1998,1,1,0.422581398,6.810793,0
5,71,2,2,3,0,1999,19.567143,3,6,1999,1999,1,0,0.44021932,6.909146,2
5,71,2,2,2,3,2014,69.5,3,2,2014,2014,1,1,1.307412995,3.217692,0
5,71,2,2,2,0,2009,383,0,1,2009,2009,1,1,0.912884311,2.516091,0
5,71,2,2,2,3,2023,15,3,2,2023,2023,1,1,1.439712728,7.052982,0
5,71,2,2,3,11,2008,19.567143,3,6,2008,2008,1,1,0.999035667,9.732283,0
5,71,2,2,2,3,1997,19.567143,3,2,1997,1997,1,1,0.424375531,6.833343,0
2,72,2,2,0,6,2017,650,2,3,2017,2017,1,1,119,6.041457,0
2,72,2,2,1,6,1998,28.7,3,4,1998,1998,0,1,55.7,15.928395,0
2,72,2,2,0,9,2022,228,0,8,2022,2022,1,1,146,7.896276,0
2,72,2,2,2,3,2017,650,2,2,2017,2017,1,1,119,6.041457,0
2,72,2,2,2,3,2017,221,0,2,2017,2017,1,1,119,6.041457,0
2,72,2,2,1,6,1999,42.2,3,4,1999,1999,0,1,63.1,16.585617,0
2,72,2,2,2,3,2002,136,0,2,2002,2002,1,1,81.1,5.030727,0
2,72,2,2,2,9,2003,38.7,3,1,2003,2003,1,1,76.6,4.5469,0
2,72,2,2,2,9,1990,216.3,0,1,1990,1990,1,1,26.1,26.651673,1
2,72,2,2,0,0,2001,25.7,3,3,1999,2001,1,1,79.6,6.367738,0
2,72,2,2,2,7,1997,24,3,1,1997,1997,1,0,52.3,20.625629,0
2,72,2,2,2,7,1994,37.080005,3,1,1994,1994,1,1,55.4,6.965812,0
2,72,2,2,0,0,2002,52,3,3,1999,2002,1,1,81.1,5.030727,0
2,72,2,2,2,4,2023,60,3,8,2023,2023,1,0,179,5.527961,0
2,72,2,2,2,9,1991,89.8,3,1,1991,1991,1,1,31.3,22.662359,1
2,72,2,2,2,6,1997,30,3,2,1997,1997,1,1,52.3,20.625629,0
2,72,2,2,2,9,1990,200,0,1,1990,1990,1,1,26.1,26.651673,0
2,72,2,2,0,7,1995,2.7,3,12,1995,1995,1,1,38,34.999271,0
2,72,2,2,0,7,1998,19,3,12,1995,1998,1,1,55.7,15.928395,0
2,72,2,2,2,3,1999,185,0,2,1999,1999,1,0,63.1,16.585617,0
2,72,2,2,0,7,1996,24.4,3,3,1996,1996,1,1,43.2,34.378383,0
2,72,2,2,0,0,2003,29,3,3,1999,2003,1,1,76.6,4.5469,0
2,72,2,2,0,7,2005,24.3,3,3,2004,2005,1,1,91.8,3.988057,0
2,72,2,2,2,3,2013,54.8,3,2,2013,2013,1,1,133,3.806391,0
2,72,2,2,2,3,2017,916,2,2,2017,2017,1,0,119,6.041457,0
2,72,2,2,2,6,2016,11,3,1,2016,2016,1,1,111,2.821708,0
2,72,2,2,2,3,2021,398.46,0,2,2021,2021,1,0,131,5.689208,0
2,72,2,2,2,6,1998,2.5,3,2,1998,1998,1,1,55.7,15.928395,0
2,72,2,2,1,6,1995,1,3,4,1995,1995,0,1,38,34.999271,0
2,72,2,2,1,6,1997,40,3,4,1995,1997,0,1,52.3,20.625629,0
2,72,2,2,2,6,1999,56.4,3,2,1999,1999,1,1,63.1,16.585617,0
2,72,2,2,2,3,2000,230,0,2,2000,2000,1,0,74.2,9.491561,0
2,72,2,2,0,0,2005,73.2,3,3,1999,2005,1,1,91.8,3.988057,0
2,72,2,2,2,3,2013,196,0,2,2013,2013,1,1,133,3.806391,0
2,72,2,2,0,11,2005,37.080005,3,3,2001,2005,1,1,91.8,3.988057,0
2,72,2,2,2,11,2004,55,3,1,2004,2004,1,1,81.9,4.688409,1
2,72,2,2,2,3,2016,250,0,2,2016,2016,1,1,111,2.821708,0
2,72,2,2,2,3,2013,401.1,0,2,2013,2013,1,1,133,3.806391,0
2,72,2,2,2,3,2020,100,0,2,2020,2020,1,1,112,3.396834,0
2,72,2,2,2,6,1999,35,3,2,1999,1999,1,1,63.1,16.585617,0
2,72,2,2,2,3,2000,160,0,2,2000,2000,1,0,74.2,9.491561,0
2,72,2,2,2,11,2004,315,0,1,2004,2004,1,1,81.9,4.688409,0
2,72,2,2,0,9,2005,83.8,3,3,2005,2005,1,1,91.8,3.988057,0
2,72,2,2,2,3,2014,149,0,2,2014,2014,1,1,136,4.018616,0
2,72,2,2,2,6,2013,136,0,2,2013,2013,1,1,133,3.806391,0
2,72,2,2,2,4,1998,58,3,7,1998,1998,0,1,55.7,15.928395,0
2,72,2,2,2,11,2018,489.3,0,1,2018,2018,1,1,126,4.89935,0
2,72,2,2,0,0,2000,56.8,3,3,1999,2000,1,1,74.2,9.491561,0
2,72,2,2,0,7,2019,260,0,3,2019,2019,1,1,131,3.635961,0
2,72,2,2,2,3,2019,39.4,3,2,2019,2019,1,0,131,3.635961,0
2,72,2,2,2,10,2018,15.70619,3,8,2018,2018,1,1,126,4.89935,0
2,72,2,2,2,7,2013,600,2,1,2013,2013,1,0,133,3.806391,0
2,72,2,2,0,7,2013,31.1,3,3,2012,2013,1,1,133,3.806391,0
2,72,2,2,2,3,2019,157.1,0,2,2019,2019,1,1,131,3.635961,0
2,72,2,2,0,9,1995,172.1,0,3,1995,1995,1,1,38,34.999271,0
2,72,2,2,0,11,2020,14.7,3,12,2020,2020,1,0,112,3.396834,0
2,72,2,2,2,11,2011,22.5,3,1,2011,2011,1,1,123,3.407378,0
2,72,2,2,2,10,2014,8.376635,3,8,2014,2014,1,1,136,4.018616,0
2,72,2,2,2,3,2013,148,0,2,2013,2013,1,1,133,3.806391,0
2,72,2,2,2,6,2014,600,2,1,2012,2014,1,1,136,4.018616,0
2,72,2,2,2,11,2009,66.4,3,1,2009,2009,1,1,94.3,5.297356,0
2,72,2,2,1,6,1998,47.2,3,4,1998,1998,0,1,55.7,15.928395,0
2,72,2,2,2,6,2009,37.080005,3,2,1998,2009,1,1,94.3,5.297356,0
2,72,2,2,2,7,1999,4.4,3,1,1994,1999,1,1,63.1,16.585617,0
2,72,2,2,0,0,2004,64,3,3,1999,2004,1,1,81.9,4.688409,0
2,72,2,2,2,11,2014,48.3,3,1,2014,2014,1,0,136,4.018616,0
2,72,2,2,2,11,2014,987,2,1,2014,2014,1,1,136,4.018616,0
2,72,2,2,0,0,2006,1000,2,3,1999,2006,1,1,102,3.629468,0
2,72,2,2,2,7,1997,20.4,3,1,1997,1997,1,0,52.3,20.625629,0
2,72,2,2,2,3,2000,200,0,2,2000,2000,1,1,74.2,9.491561,0
2,72,2,2,2,3,2017,868.4,2,2,2017,2017,1,1,119,6.041457,0
2,72,2,2,2,11,1999,28.6,3,1,1999,1999,1,1,63.1,16.585617,0
2,72,2,2,2,11,1998,23.2,3,1,1998,1998,1,1,55.7,15.928395,0
2,72,2,2,2,3,2004,275,0,2,2004,2004,1,1,81.9,4.688409,0
2,72,2,2,2,9,1991,262.3,0,1,1991,1991,1,1,31.3,22.662359,1
2,72,2,2,2,6,2008,162,0,2,1998,2008,1,1,116,5.124983,0
2,72,2,2,2,3,2013,45,3,1,2013,2013,1,1,133,3.806391,0
2,72,2,2,2,6,2007,120,0,2,1998,2007,1,1,110,3.966849,0
2,72,2,2,2,6,2006,120,0,2,1998,2006,1,1,102,3.629468,0
2,72,2,2,2,6,2005,120,0,2,1998,2005,1,1,91.8,3.988057,0
2,72,2,2,2,9,1990,265.2,0,1,1990,1990,1,1,26.1,26.651673,1
2,72,2,2,2,6,2004,120,0,2,1998,2004,1,1,81.9,4.688409,0
2,72,2,2,2,6,2000,34.6,3,2,1998,2000,1,1,74.2,9.491561,0
2,72,2,2,0,7,1998,0.8,3,12,1998,1998,1,0,55.7,15.928395,0
2,72,2,2,2,9,1994,112.7,0,1,1994,1994,1,1,55.4,6.965812,0
2,72,2,2,2,3,2006,500,0,2,2006,2006,1,1,102,3.629468,0
2,72,2,2,0,11,2001,72,3,3,2001,2001,1,1,79.6,6.367738,0
2,72,2,2,2,6,1999,27.1,3,2,1998,1999,1,1,63.1,16.585617,0
2,72,2,2,2,9,2005,360,0,1,2005,2005,1,1,91.8,3.988057,0
2,72,2,2,0,7,2004,37.080005,3,3,2004,2004,1,1,81.9,4.688409,0
2,72,2,2,2,9,2007,60.1,3,1,2007,2007,1,1,110,3.966849,0
2,72,2,2,2,3,2018,74.65,3,8,2018,2018,1,0,126,4.89935,0
2,72,2,2,0,0,2006,200,0,3,2006,2006,1,1,102,3.629468,0
2,72,2,2,0,7,2003,37.080005,3,3,2003,2003,1,1,76.6,4.5469,0
2,72,2,2,0,7,2006,244,0,3,2003,2006,1,1,102,3.629468,0
2,72,2,2,2,9,2008,156.5,0,1,2008,2008,1,1,116,5.124983,0
2,72,2,2,2,3,2008,400,0,1,2008,2008,1,1,116,5.124983,0
2,72,2,2,2,3,2010,214.7,0,1,2010,2010,1,1,111,4.156727,0
2,72,2,2,2,11,2011,214.8,0,1,2011,2011,1,1,123,3.407378,0
2,72,2,2,2,6,2015,826.2,2,1,2015,2015,1,1,121,2.720641,0
2,72,2,2,2,3,2021,50,3,2,2021,2021,1,0,131,5.689208,0
2,72,2,2,2,6,1997,50,3,1,1997,1997,1,1,52.3,20.625629,0
2,72,2,2,2,6,1997,18,3,0,1997,1997,1,1,52.3,20.625629,0
2,72,2,2,2,6,1997,11.2,3,2,1997,1997,1,1,52.3,20.625629,0
2,72,2,2,2,6,1997,22,3,2,1997,1997,1,1,52.3,20.625629,0
2,72,2,2,2,6,2005,37.080005,3,2,1997,2005,1,1,91.8,3.988057,0
2,72,2,2,0,11,1994,12,3,3,1994,1994,1,1,55.4,6.965812,0
2,72,2,2,2,4,1995,600,2,2,1995,1995,1,1,38,34.999271,0
2,72,2,2,2,4,1996,347,0,7,1996,1996,0,1,43.2,34.378383,0
2,72,2,2,2,6,1997,0.7,3,2,1997,1997,1,1,52.3,20.625629,0
2,72,2,2,2,4,1990,26,3,7,1990,1990,0,0,26.1,26.651673,0
2,72,2,2,2,4,1996,44,3,2,1996,1996,1,1,43.2,34.378383,0
2,72,2,2,2,7,2007,50,3,1,2007,2007,1,1,110,3.966849,0
2,72,2,2,2,3,2002,590,2,2,2002,2002,1,1,81.1,5.030727,0
2,72,2,2,2,9,1992,178.9,0,1,1992,1992,1,1,36.3,15.507896,0
2,72,2,2,2,6,1998,184.1,0,2,1998,1998,1,1,55.7,15.928395,0
2,72,2,2,2,4,1996,150,0,7,1996,1996,0,1,43.2,34.378383,0
2,72,2,2,2,4,1996,116,0,2,1996,1996,1,1,43.2,34.378383,0
2,72,2,2,2,4,1996,30,3,2,1996,1996,1,1,43.2,34.378383,1
2,72,2,2,2,11,1999,60,3,1,1999,1999,1,1,63.1,16.585617,1
2,72,2,2,0,0,2005,61.2,3,3,1998,2005,1,1,91.8,3.988057,0
2,72,2,2,0,0,2004,32.4,3,3,1998,2004,1,1,81.9,4.688409,0
2,72,2,2,0,8,1997,927,2,12,1997,1997,1,1,52.3,20.625629,0
2,72,2,2,0,8,1998,600,2,12,1998,1998,1,1,55.7,15.928395,0
2,72,2,2,2,4,1998,50,3,2,1998,1998,1,1,55.7,15.928395,0
2,72,2,2,2,6,1997,25,3,2,1997,1997,1,1,52.3,20.625629,0
2,72,2,2,2,6,2014,1109.14,1,1,2014,2014,1,1,136,4.018616,0
2,72,2,2,2,9,2015,72.1,3,1,2015,2015,1,1,121,2.720641,0
2,72,2,2,2,3,1998,260,0,2,1998,1998,1,0,55.7,15.928395,0
2,72,2,2,2,3,2003,37.080005,3,2,1998,2003,1,0,76.6,4.5469,0
2,72,2,2,2,3,2003,615,2,2,2003,2003,1,1,76.6,4.5469,0
2,72,2,2,2,3,2001,250,0,2,2001,2001,1,1,79.6,6.367738,0
2,72,2,2,2,11,2009,15.7,3,1,2009,2009,1,1,94.3,5.297356,0
2,72,2,2,0,0,2001,28.1,3,3,1998,2001,1,1,79.6,6.367738,0
2,72,2,2,0,0,2000,394.4,0,3,1998,2000,1,1,74.2,9.491561,0
2,72,2,2,2,9,2006,128.13,0,1,2006,2006,1,1,102,3.629468,0
2,72,2,2,2,11,2006,25,3,1,2006,2006,1,1,102,3.629468,0
2,72,2,2,2,9,2016,87.2,3,1,2016,2016,1,1,111,2.821708,0
2,72,2,2,2,9,2006,17.6,3,1,2006,2006,1,1,102,3.629468,0
2,72,2,2,2,3,2019,280,0,2,2019,2019,1,1,131,3.635961,0
2,72,2,2,0,7,1996,43.7,3,12,1996,1996,1,1,43.2,34.378383,0
2,72,2,2,2,3,2019,105,0,2,2019,2019,1,1,131,3.635961,0
2,72,2,2,0,9,2009,662,2,3,2009,2009,1,1,94.3,5.297356,0
2,72,2,2,2,6,2010,360,0,1,2010,2010,1,1,111,4.156727,0
2,72,2,2,2,9,2021,96.4,3,1,2021,2021,1,1,131,5.689208,0
2,72,2,2,2,7,2011,4.1,3,1,2011,2011,1,1,123,3.407378,0
2,72,2,2,2,7,2012,238.84,0,1,2012,2012,1,0,126,4.11151,0
2,72,2,2,2,9,2013,405,0,1,2013,2013,1,1,133,3.806391,0
2,72,2,2,2,9,2013,978.8,2,1,2013,2013,1,1,133,3.806391,0
2,72,2,2,2,3,2000,608.7,2,7,2000,2000,0,0,74.2,9.491561,0
2,72,2,2,2,8,2021,126,0,1,2021,2021,1,1,131,5.689208,0
2,72,2,2,2,3,2019,250,0,7,2019,2019,0,0,131,3.635961,0
2,72,2,2,2,6,2003,120,0,2,1998,2003,1,1,76.6,4.5469,0
2,72,2,2,0,0,1998,120,0,3,1998,1998,1,1,55.7,15.928395,0
2,72,2,2,2,3,2017,236.3,0,2,2017,2017,1,1,119,6.041457,0
2,72,2,2,2,3,2018,280,0,2,2018,2018,1,1,126,4.89935,0
